,energy,nu,nubar,tau,taubar,nc,ncbar
782,97.85,66.2609,31.9895,0.0,0.0,20.9525,11.5388
783,97.9751,66.3441,32.0309,0.0,0.0,20.9786,11.5535
784,98.1003,66.4273,32.0724,0.0,0.0,21.0047,11.5682
785,98.2254,66.5106,32.1139,0.0,0.0,21.0308,11.5829
786,98.3505,66.5938,32.1554,0.0,0.0,21.0569,11.5976
787,98.4756,66.677,32.1969,0.0,0.0,21.083,11.6123
788,98.6007,66.7602,32.2383,0.0,0.0,21.109,11.627
789,98.7258,66.8435,32.2798,0.0,0.0,21.1351,11.6417
790,98.8509,66.9267,32.3213,0.0,0.0,21.1612,11.6564
791,98.9761,67.0099,32.3628,0.0,0.0,21.1873,11.6711
792,99.1012,67.0931,32.4043,0.0,0.0,21.2134,11.6858
793,99.2263,67.1763,32.4457,0.0,0.0,21.2395,11.7005
794,99.3514,67.2595,32.4872,0.0,0.0,21.2656,11.7152
795,99.4765,67.3427,32.5287,0.0,0.0,21.2916,11.7299
796,99.6016,67.4259,32.5702,0.0,0.0,21.3177,11.7446
797,99.7267,67.509,32.6116,0.0,0.0,21.3438,11.7593
798,99.8519,67.5922,32.6531,0.0,0.0,21.3699,11.774
799,99.977,67.6754,32.6946,0.0,0.0,21.396,11.7887
800,100.102,67.7586,32.7361,0.0,0.0,21.422,11.8034
801,100.227,67.8417,32.7775,0.0,0.0,21.4481,11.8181
802,100.352,67.9249,32.819,0.0,0.0,21.4742,11.8328
803,100.477,68.0081,32.8605,0.0,0.0,21.5003,11.8475
804,100.603,68.0912,32.9019,0.0,0.0,21.5263,11.8622
805,100.728,68.1744,32.9434,0.0,0.0,21.5524,11.8769
806,100.853,68.2575,32.9849,0.0,0.0,21.5785,11.8916
807,100.978,68.3406,33.0263,0.0,0.0,21.6045,11.9062
808,101.103,68.4238,33.0678,0.0,0.0,21.6306,11.9209
809,101.228,68.5069,33.1093,0.0,0.0,21.6566,11.9356
810,101.353,68.59,33.1508,0.0,0.0,21.6827,11.9503
811,101.478,68.6732,33.1922,0.0,0.0,21.7088,11.965
812,101.603,68.7563,33.2337,0.0,0.0,21.7348,11.9797
813,101.729,68.8394,33.2752,0.0,0.0,21.7609,11.9944
814,101.854,68.9225,33.3167,0.0,0.0,21.7869,12.0091
815,101.979,69.0056,33.3581,0.0,0.0,21.813,12.0238
816,102.104,69.0887,33.3996,0.0,0.0,21.839,12.0385
817,102.229,69.1718,33.4411,0.0,0.0,21.8651,12.0531
818,102.354,69.2549,33.4826,0.0,0.0,21.8911,12.0678
819,102.479,69.338,33.5241,0.0,0.0,21.9172,12.0825
820,102.604,69.4211,33.5655,0.0,0.0,21.9432,12.0972
821,102.73,69.5041,33.607,0.0,0.0,21.9693,12.1119
822,102.855,69.5872,33.6485,0.0,0.0,21.9953,12.1266
823,102.98,69.6703,33.69,0.0,0.0,22.0214,12.1413
824,103.105,69.7534,33.7315,0.0,0.0,22.0474,12.156
825,103.23,69.8364,33.7729,0.0,0.0,22.0735,12.1707
826,103.355,69.9195,33.8144,0.0,0.0,22.0995,12.1854
827,103.48,70.0026,33.8559,0.0,0.0,22.1255,12.2
828,103.605,70.0856,33.8974,0.0,0.0,22.1516,12.2147
829,103.73,70.1687,33.9389,0.0,0.0,22.1776,12.2294
830,103.856,70.2517,33.9804,0.0,0.0,22.2036,12.2441
831,103.981,70.3348,34.0219,0.0,0.0,22.2297,12.2588
832,104.106,70.4179,34.0634,0.0,0.0,22.2557,12.2735
833,104.231,70.5009,34.1049,0.0,0.0,22.2818,12.2882
834,104.356,70.584,34.1463,0.0,0.0,22.3078,12.3029
835,104.481,70.667,34.1878,0.0,0.0,22.3338,12.3176
836,104.606,70.75,34.2293,0.0,0.0,22.3599,12.3322
837,104.731,70.8331,34.2708,0.0,0.0,22.3859,12.3469
838,104.856,70.9161,34.3123,0.0,0.0,22.4119,12.3616
839,104.982,70.9992,34.3538,0.0,0.0,22.4379,12.3763
840,105.107,71.0822,34.3953,0.0,0.0,22.464,12.391
841,105.232,71.1652,34.4368,0.0,0.0,22.49,12.4057
842,105.357,71.2483,34.4783,0.0,0.0,22.516,12.4204
843,105.482,71.3313,34.5198,0.0,0.0,22.5421,12.4351
844,105.607,71.4143,34.5613,0.0,0.0,22.5681,12.4498
845,105.732,71.4974,34.6029,0.0,0.0,22.5941,12.4645
846,105.857,71.5804,34.6444,0.0,0.0,22.6201,12.4791
847,105.983,71.6634,34.6859,0.0,0.0,22.6462,12.4938
848,106.108,71.7464,34.7274,0.0,0.0,22.6722,12.5085
849,106.233,71.8295,34.7689,0.0,0.0,22.6982,12.5232
850,106.358,71.9125,34.8104,0.0,0.0,22.7242,12.5379
851,106.483,71.9955,34.8519,0.0,0.0,22.7502,12.5526
852,106.608,72.0785,34.8935,0.0,0.0,22.7763,12.5673
853,106.733,72.1616,34.935,0.0,0.0,22.8023,12.582
854,106.858,72.2446,34.9765,0.0,0.0,22.8283,12.5967
855,106.983,72.3276,35.018,0.0,0.0,22.8543,12.6114
856,107.109,72.4106,35.0596,0.0,0.0,22.8803,12.6261
857,107.234,72.4937,35.1011,0.0,0.0,22.9064,12.6407
858,107.359,72.5767,35.1426,0.0,0.0,22.9324,12.6554
859,107.484,72.6597,35.1842,0.0,0.0,22.9584,12.6701
860,107.609,72.7427,35.2257,0.0,0.0,22.9844,12.6848
861,107.734,72.8257,35.2672,0.0,0.0,23.0104,12.6995
862,107.859,72.9088,35.3088,0.0,0.0,23.0364,12.7142
863,107.984,72.9918,35.3503,0.0,0.0,23.0624,12.7289
864,108.109,73.0748,35.3919,0.0,0.0,23.0885,12.7436
865,108.235,73.1578,35.4334,0.0,0.0,23.1145,12.7583
866,108.36,73.2408,35.4749,0.0,0.0,23.1405,12.773
867,108.485,73.3239,35.5165,0.0,0.0,23.1665,12.7877
868,108.61,73.4069,35.5581,0.0,0.0,23.1925,12.8024
869,108.735,73.4899,35.5996,0.0,0.0,23.2185,12.8171
870,108.86,73.5729,35.6412,0.0,0.0,23.2445,12.8317
871,108.985,73.6559,35.6827,0.0,0.0,23.2706,12.8464
872,109.11,73.7389,35.7243,0.0,0.0,23.2966,12.8611
873,109.235,73.822,35.7658,0.0,0.0,23.3226,12.8758
874,109.361,73.905,35.8074,0.0,0.0,23.3486,12.8905
875,109.486,73.988,35.8489,0.0,0.0,23.3746,12.9052
876,109.611,74.071,35.8905,0.0,0.0,23.4006,12.9199
877,109.736,74.154,35.9321,0.0,0.0,23.4266,12.9346
878,109.861,74.237,35.9736,0.0,0.0,23.4526,12.9493
879,109.986,74.32,36.0152,0.0,0.0,23.4786,12.964
880,110.111,74.403,36.0568,0.0,0.0,23.5046,12.9787
881,110.236,74.486,36.0983,0.0,0.0,23.5306,12.9934
882,110.362,74.569,36.1399,0.0,0.0,23.5566,13.0081
883,110.487,74.652,36.1815,0.0,0.0,23.5827,13.0228
884,110.612,74.735,36.223,0.0,0.0,23.6087,13.0375
885,110.737,74.818,36.2646,0.0,0.0,23.6347,13.0522
886,110.862,74.901,36.3062,0.0,0.0,23.6607,13.0669
887,110.987,74.984,36.3478,0.0,0.0,23.6867,13.0816
888,111.112,75.067,36.3893,0.0,0.0,23.7127,13.0963
889,111.237,75.15,36.4309,0.0,0.0,23.7387,13.111
890,111.362,75.233,36.4725,0.0,0.0,23.7647,13.1257
891,111.488,75.316,36.514,0.0,0.0,23.7907,13.1404
892,111.613,75.399,36.5556,0.0,0.0,23.8167,13.1551
893,111.738,75.482,36.5972,0.0,0.0,23.8427,13.1698
894,111.863,75.565,36.6388,0.0,0.0,23.8687,13.1845
895,111.988,75.648,36.6803,0.0,0.0,23.8947,13.1991
896,112.113,75.731,36.7219,0.0,0.0,23.9207,13.2138
897,112.238,75.814,36.7635,0.0,0.0,23.9467,13.2285
898,112.363,75.897,36.8051,0.0,0.0,23.9727,13.2432
899,112.488,75.98,36.8466,0.0,0.0,23.9987,13.2579
900,112.614,76.0629,36.8882,0.0,0.0,24.0246,13.2726
901,112.739,76.1459,36.9298,0.0,0.0,24.0506,13.2873
902,112.864,76.2289,36.9714,0.0,0.0,24.0766,13.302
903,112.989,76.3119,37.0129,0.0,0.0,24.1026,13.3167
904,113.114,76.3949,37.0545,0.0,0.0,24.1286,13.3314
905,113.239,76.4779,37.0961,0.0,0.0,24.1546,13.3461
906,113.364,76.5608,37.1377,0.0,0.0,24.1806,13.3608
907,113.489,76.6438,37.1792,0.0,0.0,24.2066,13.3755
908,113.615,76.7268,37.2208,0.0,0.0,24.2326,13.3902
909,113.74,76.8098,37.2624,0.0,0.0,24.2586,13.4049
910,113.865,76.8927,37.304,0.0,0.0,24.2846,13.4196
911,113.99,76.9757,37.3455,0.0,0.0,24.3105,13.4343
912,114.115,77.0587,37.3871,0.0,0.0,24.3365,13.449
913,114.24,77.1416,37.4287,0.0,0.0,24.3625,13.4637
914,114.365,77.2246,37.4702,0.0,0.0,24.3885,13.4784
915,114.49,77.3075,37.5118,0.0,0.0,24.4145,13.4931
916,114.615,77.3905,37.5534,0.0,0.0,24.4405,13.5078
917,114.741,77.4734,37.5949,0.0,0.0,24.4665,13.5225
918,114.866,77.5564,37.6365,0.0,0.0,24.4924,13.5372
919,114.991,77.6393,37.6781,0.0,0.0,24.5184,13.5519
920,115.116,77.7222,37.7196,0.0,0.0,24.5444,13.5666
921,115.241,77.8052,37.7612,0.0,0.0,24.5704,13.5813
922,115.366,77.8881,37.8028,0.0,0.0,24.5964,13.596
923,115.491,77.971,37.8443,0.0,0.0,24.6223,13.6107
924,115.616,78.0539,37.8859,0.0,0.0,24.6483,13.6254
925,115.741,78.1368,37.9274,0.0,0.0,24.6743,13.6401
926,115.867,78.2198,37.969,0.0,0.0,24.7003,13.6548
927,115.992,78.3027,38.0106,0.0,0.0,24.7262,13.6695
928,116.117,78.3856,38.0521,0.0,0.0,24.7522,13.6842
929,116.242,78.4685,38.0937,0.0,0.0,24.7782,13.6989
930,116.367,78.5513,38.1352,0.0,0.0,24.8042,13.7136
931,116.492,78.6342,38.1768,0.0,0.0,24.8301,13.7283
932,116.617,78.7171,38.2184,0.0,0.0,24.8561,13.743
933,116.742,78.8,38.2599,0.0,0.0,24.8821,13.7577
934,116.868,78.8828,38.3015,0.0,0.0,24.908,13.7724
935,116.993,78.9657,38.343,0.0,0.0,24.934,13.7871
936,117.118,79.0486,38.3846,0.0,0.0,24.96,13.8018
937,117.243,79.1314,38.4261,0.0,0.0,24.9859,13.8165
938,117.368,79.2143,38.4677,0.0,0.0,25.0119,13.8312
939,117.493,79.2971,38.5093,0.0,0.0,25.0379,13.8459
940,117.618,79.3799,38.5508,0.0,0.0,25.0638,13.8606
941,117.743,79.4628,38.5924,0.0,0.0,25.0898,13.8753
942,117.868,79.5456,38.6339,0.0,0.0,25.1158,13.89
943,117.994,79.6284,38.6755,0.0,0.0,25.1417,13.9047
944,118.119,79.7112,38.717,0.0,0.0,25.1677,13.9194
945,118.244,79.794,38.7586,0.0,0.0,25.1937,13.9341
946,118.369,79.8768,38.8002,0.0,0.0,25.2196,13.9488
947,118.494,79.9596,38.8417,0.0,0.0,25.2456,13.9635
948,118.619,80.0424,38.8833,0.0,0.0,25.2715,13.9782
949,118.744,80.1252,38.9248,0.0,0.0,25.2975,13.9929
950,118.869,80.2079,38.9664,0.0,0.0,25.3234,14.0076
951,118.994,80.2907,39.008,0.0,0.0,25.3494,14.0223
952,119.12,80.3735,39.0495,0.0,0.0,25.3754,14.037
953,119.245,80.4562,39.0911,0.0,0.0,25.4013,14.0517
954,119.37,80.539,39.1326,0.0,0.0,25.4273,14.0664
955,119.495,80.6217,39.1742,0.0,0.0,25.4532,14.0811
956,119.62,80.7045,39.2158,0.0,0.0,25.4792,14.0958
957,119.745,80.7872,39.2573,0.0,0.0,25.5051,14.1105
958,119.87,80.8699,39.2989,0.0,0.0,25.5311,14.1252
959,119.995,80.9526,39.3404,0.0,0.0,25.557,14.1399
960,120.121,81.0354,39.382,0.0,0.0,25.583,14.1546
961,120.246,81.1181,39.4236,0.0,0.0,25.6089,14.1693
962,120.371,81.2008,39.4651,0.0,0.0,25.6349,14.184
963,120.496,81.2835,39.5067,0.0,0.0,25.6608,14.1987
964,120.621,81.3662,39.5483,0.0,0.0,25.6868,14.2134
965,120.746,81.4489,39.5898,0.0,0.0,25.7127,14.2281
966,120.871,81.5316,39.6314,0.0,0.0,25.7386,14.2428
967,120.996,81.6142,39.673,0.0,0.0,25.7646,14.2575
968,121.121,81.6969,39.7146,0.0,0.0,25.7905,14.2722
969,121.247,81.7796,39.7561,0.0,0.0,25.8165,14.2869
970,121.372,81.8623,39.7977,0.0,0.0,25.8424,14.3016
971,121.497,81.945,39.8393,0.0,0.0,25.8684,14.3163
972,121.622,82.0276,39.8809,0.0,0.0,25.8943,14.331
973,121.747,82.1103,39.9224,0.0,0.0,25.9202,14.3457
974,121.872,82.193,39.964,0.0,0.0,25.9462,14.3604
975,121.997,82.2756,40.0056,0.0,0.0,25.9721,14.3751
976,122.122,82.3583,40.0472,0.0,0.0,25.9981,14.3898
977,122.247,82.441,40.0888,0.0,0.0,26.024,14.4045
978,122.373,82.5236,40.1304,0.0,0.0,26.0499,14.4192
979,122.498,82.6063,40.1719,0.0,0.0,26.0759,14.4339
980,122.623,82.6889,40.2135,0.0,0.0,26.1018,14.4486
981,122.748,82.7716,40.2551,0.0,0.0,26.1277,14.4633
982,122.873,82.8543,40.2967,0.0,0.0,26.1537,14.478
983,122.998,82.9369,40.3383,0.0,0.0,26.1796,14.4927
984,123.123,83.0196,40.3799,0.0,0.0,26.2055,14.5074
985,123.248,83.1022,40.4215,0.0,0.0,26.2315,14.5221
986,123.374,83.1849,40.4631,0.0,0.0,26.2574,14.5368
987,123.499,83.2675,40.5047,0.0,0.0,26.2833,14.5515
988,123.624,83.3502,40.5463,0.0,0.0,26.3093,14.5662
989,123.749,83.4329,40.5879,0.0,0.0,26.3352,14.581
990,123.874,83.5155,40.6295,0.0,0.0,26.3611,14.5957
991,123.999,83.5982,40.6711,0.0,0.0,26.387,14.6104
992,124.124,83.6808,40.7127,0.0,0.0,26.413,14.6251
993,124.249,83.7635,40.7543,0.0,0.0,26.4389,14.6398
994,124.374,83.8462,40.7959,0.0,0.0,26.4648,14.6545
995,124.5,83.9288,40.8376,0.0,0.0,26.4908,14.6692
996,124.625,84.0115,40.8792,0.0,0.0,26.5167,14.6839
997,124.75,84.0941,40.9208,0.0,0.0,26.5426,14.6986
998,124.875,84.1768,40.9624,0.0,0.0,26.5685,14.7133
999,125.0,84.2595,41.004,0.0,0.0,26.5944,14.728
